id,component_id,name,unit,min_value,max_value,current_value,set_value,created_at,updated_at,show_in_graph,is_writable,modbus_address,modbus_type,data_type,show_in_ui,component_name,operand,description
7497ae20-231a-4742-81d6-eebd405b6b20,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.302807+00,false,true,2180,holding_register,float,false,Precursor 4 Heater,W_HeaterMax7,Maximum temperature limit for the heater in degrees Celsius
a0fa352f-8ff5-4151-b3be-fe63a4048c2a,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.160607+00,false,true,2170,holding_register,float,false,Precursor 4 Heater,W_kd7,Derivative gain coefficient for PID controller - determines response to rate of change of error
7d7f5510-f71c-4563-8a24-b3cfba45ade8,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.112606+00,false,true,2168,holding_register,float,false,Precursor 4 Heater,W_ki7,Integral gain coefficient for PID controller - determines response to accumulated error
d65ac2bb-e05b-40c2-9fb3-12f41ffeb3af,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.06618+00,false,true,2166,holding_register,float,false,Precursor 4 Heater,W_kp7,Proportional gain coefficient for PID controller - determines response to current error
20c3f03f-087f-4bd6-bfb9-ab75fc540308,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.92069+00,false,true,30,coil,binary,false,Precursor 4 Heater,W_PIDTune7,Activates PID autotune mode to automatically calculate optimal PID parameters
482de0f2-1db5-4a6d-83c2-45716cdb1a67,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:33.969878+00,false,true,2164,holding_register,float,true,Precursor 4 Heater,W_HeaterSetVal7,Target temperature setpoint for the heater in degrees Celsius
f4a5ae09-a244-4419-887d-37ceeb17a347,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.205655+00,false,true,2162,holding_register,int32,false,Precursor 4 Heater,W_PIDPeriod7,PID calculation time period in milliseconds that determines control loop frequency
8b49be58-fe1b-44ab-913f-ba55a20d5a6a,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.347866+00,false,false,2174,input_register,int32,false,Precursor 4 Heater,R_PIDVal7,Current PID controller output value as percentage of maximum power
fc68de5c-d649-47e1-ace8-9f0245be03a2,0981d5ef-e608-45f2-ab4d-4d7d19a3c272,temperature_read,°C,0,250,25.0401879545678,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.018504+00,false,false,2172,input_register,float,true,Precursor 4 Heater,R_TCVal7,Current temperature reading from thermocouple in degrees Celsius
d69d1937-1e06-4118-a960-02f0b9283890,8b26848e-74d2-4af9-9c76-7f5481cd4d61,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.484328+00,false,true,,,,true,Precursor 5 Heater,,
f322b952-b942-4365-896b-0faa093385be,8b26848e-74d2-4af9-9c76-7f5481cd4d61,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.915215+00,false,true,,,,false,Precursor 5 Heater,,
d8a13ead-e9d2-45e4-acf1-c59701cbb84a,8b26848e-74d2-4af9-9c76-7f5481cd4d61,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.775552+00,false,true,,,,false,Precursor 5 Heater,,
ebf3ad52-593e-433d-92a0-d47048446b35,8b26848e-74d2-4af9-9c76-7f5481cd4d61,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.728179+00,false,true,,,,false,Precursor 5 Heater,,
78647b39-e712-46d3-a122-7e471564e292,8b26848e-74d2-4af9-9c76-7f5481cd4d61,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.586099+00,false,true,,,,true,Precursor 5 Heater,,
78aee73c-bda3-4f79-9554-71a7a8985030,8b26848e-74d2-4af9-9c76-7f5481cd4d61,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.821377+00,false,true,,,,false,Precursor 5 Heater,,
668ff6e6-6dcc-43c1-9726-0599595908e0,8b26848e-74d2-4af9-9c76-7f5481cd4d61,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.681293+00,false,true,,,,false,Precursor 5 Heater,,
c2c97edd-d34c-4a08-87d7-cf28731a47cb,8b26848e-74d2-4af9-9c76-7f5481cd4d61,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.537167+00,false,true,,,,false,Precursor 5 Heater,,
bfb4e463-b31f-40ed-a119-2430abf94600,8b26848e-74d2-4af9-9c76-7f5481cd4d61,temperature_read,°C,0,250,25.0401879545678,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.633015+00,false,false,,,,true,Precursor 5 Heater,,
253386d3-9680-4778-bdaf-3a0488d7ea6c,8b26848e-74d2-4af9-9c76-7f5481cd4d61,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.960611+00,false,false,,,,false,Precursor 5 Heater,,
5f9843bc-2b88-426d-a693-cbbee8356169,8b26848e-74d2-4af9-9c76-7f5481cd4d61,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:34.865429+00,false,true,,,,false,Precursor 5 Heater,,
9e6c88b2-950a-4ad3-a308-e49d9681a24f,3392d426-5c17-4106-8877-c6d1e1ffbfc7,autotune_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.154386+00,false,true,,,,false,Precursor 6 Heater,,Activates PID autotune mode to automatically calculate optimal PID parameters
5a5de52e-6afa-4aa3-9072-fcbfe2f9e797,3392d426-5c17-4106-8877-c6d1e1ffbfc7,pid_output,%,0,100,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.590661+00,false,false,,,,false,Precursor 6 Heater,,Current PID controller output value as percentage of maximum power
38ba7869-ab40-4e26-9f8c-cabfe55c4936,3392d426-5c17-4106-8877-c6d1e1ffbfc7,temp_max_limit,°C,0,250,250,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.545332+00,false,true,,,,false,Precursor 6 Heater,,Maximum temperature limit for the heater in degrees Celsius
9c698872-8b48-44dc-861e-8fe0a9425aa4,3392d426-5c17-4106-8877-c6d1e1ffbfc7,ki,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.348161+00,false,true,,,,false,Precursor 6 Heater,,Integral gain coefficient for PID controller - determines response to accumulated error
f0f903cd-5ad8-484a-8ec2-cc9d992b8b56,3392d426-5c17-4106-8877-c6d1e1ffbfc7,temperature_read,°C,0,250,25.0401879545678,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.250362+00,false,false,,,,true,Precursor 6 Heater,,Current temperature reading from thermocouple in degrees Celsius
d0713947-7720-456d-a32c-60b17b94f09a,3392d426-5c17-4106-8877-c6d1e1ffbfc7,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.101986+00,false,true,,,,true,Precursor 6 Heater,,Controls whether the heater is powered on (1) or off (0)
51ab2e39-50cf-4208-a5e5-a403925a5eff,3392d426-5c17-4106-8877-c6d1e1ffbfc7,kd,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.397731+00,false,true,,,,false,Precursor 6 Heater,,Derivative gain coefficient for PID controller - determines response to rate of change of error
ae17e2bd-89fe-4a9a-8104-0ec04e69de31,3392d426-5c17-4106-8877-c6d1e1ffbfc7,kp,,0,1000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.298575+00,false,true,,,,false,Precursor 6 Heater,,Proportional gain coefficient for PID controller - determines response to current error
4840dab1-048f-4b7c-ad96-4cecccc32780,3392d426-5c17-4106-8877-c6d1e1ffbfc7,temp_min_limit,°C,0,200,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.495816+00,false,true,,,,false,Precursor 6 Heater,,Minimum temperature limit for the heater in degrees Celsius
dd6e2e4f-e72f-4bde-9a74-d252ee7eb487,3392d426-5c17-4106-8877-c6d1e1ffbfc7,temperature_set,°C,0,250,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.202549+00,false,true,,,,true,Precursor 6 Heater,,Target temperature setpoint for the heater in degrees Celsius
228b9d22-4edd-4c95-9b1e-a22a9c9da7f9,3392d426-5c17-4106-8877-c6d1e1ffbfc7,pid_period,ms,10,5000,10,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:35.446216+00,false,true,,,,false,Precursor 6 Heater,,PID calculation time period in milliseconds that determines control loop frequency
45712c4d-dcc0-46a7-9e16-12c810fa3439,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,scale_min_voltage,V,0,10,0,,2025-05-03 19:51:59.862121+00,2025-05-03 19:51:59.862121+00,false,true,2066,holding_register,float,false,Pressure Gauge 1,W_PGMinV1,Minimum voltage calibration value for the pressure gauge analog input (typically 0-5V or 0-10V scale)
8fe19753-ebac-47ce-8461-a713b4e42695,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,pressure_read,Pa,0,100000,0.0100312483129754,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.295489+00,true,false,2060,input_register,float,true,Pressure Gauge 1,R_PGVal1,Current pressure reading from the gauge in Pascals (Pa)
35dc8e4c-06bc-4c0e-adbf-f045c1322f1a,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,scale_max,Pa,0,100000,100000,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.386738+00,false,true,2062,holding_register,float,false,Pressure Gauge 1,W_PGMax1,Maximum pressure calibration value in Pascals (Pa)
27b5f623-a88e-4a94-aba2-58cc30c5257c,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,zero_cal,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.434897+00,false,true,6,coil,binary,false,Pressure Gauge 1,W_PGZero1,Activates zero calibration procedure for the pressure gauge at minimum pressure point
538fcee5-09ec-45ba-83e0-62b73761bf9a,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,span_cal,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.482895+00,false,true,7,coil,binary,false,Pressure Gauge 1,W_PGSpan1,Activates span calibration procedure for the pressure gauge at maximum pressure point
7f9ede59-32bd-4420-91e1-c5bc7b077faf,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,scale_min,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.341103+00,false,true,2064,holding_register,float,false,Pressure Gauge 1,W_PGMin1,Minimum pressure calibration value in Pascals (Pa)
b2001fea-11d7-4aed-9856-c9206c70c27f,1d1c32d1-68c0-46d3-8bd6-0d3c31e045c6,scale_max_voltage,V,0,10,10,,2025-05-03 19:51:59.862121+00,2025-05-03 19:51:59.862121+00,false,true,2068,holding_register,float,false,Pressure Gauge 1,W_PGMaxV1,Maximum voltage calibration value for the pressure gauge analog input (typically 0-5V or 0-10V scale)
d685d5b4-012e-4f23-982c-6bb4c4b23adf,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,span_cal,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.820556+00,false,true,9,coil,binary,false,Pressure Gauge 2,W_PGSpan2,Activates span calibration procedure for the pressure gauge at maximum pressure point
00950d67-97d8-441d-907f-1627409c75d8,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,scale_max_voltage,V,0,10,10,,2025-05-03 19:51:59.862121+00,2025-05-03 19:51:59.862121+00,false,true,2078,holding_register,float,false,Pressure Gauge 2,W_PGMaxV2,Maximum voltage calibration value for the pressure gauge analog input (typically 0-5V or 0-10V scale)
5cd93dc4-7ac9-4891-a5c5-f6317f44b375,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,scale_min_voltage,V,0,10,0,,2025-05-03 19:51:59.862121+00,2025-05-03 19:51:59.862121+00,false,true,2076,holding_register,float,false,Pressure Gauge 2,W_PGMinV2,Minimum voltage calibration value for the pressure gauge analog input (typically 0-5V or 0-10V scale)
500c0329-946e-48c6-9b52-c08e65bd0292,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,pressure_read,Pa,0,100000,0.0100312483129754,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.624535+00,false,false,2072,input_register,float,true,Pressure Gauge 2,R_PGVal2,Current pressure reading from the gauge in Pascals (Pa)
e4464c5a-cc47-4b8e-95f0-d0c5c969270c,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,scale_min,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.676761+00,false,true,2074,holding_register,float,false,Pressure Gauge 2,W_PGMin2,Minimum pressure calibration value in Pascals (Pa)
61342cfe-7a0c-4ca4-a30b-1770b9e38e2d,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,scale_max,Pa,0,100000,100000,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.725188+00,false,true,2070,holding_register,float,false,Pressure Gauge 2,W_PGMax2,Maximum pressure calibration value in Pascals (Pa)
8f6c5108-58e2-4efd-9bfe-675e640decb7,4e1d6b50-bcbd-4a43-be0e-ff0d37f61669,zero_cal,Pa,0,100000,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.773157+00,false,true,8,coil,binary,false,Pressure Gauge 2,W_PGZero2,Activates zero calibration procedure for the pressure gauge at minimum pressure point
9917618c-7325-4771-a771-65b42c6d6c73,5e0761e6-d148-4481-ba4a-621a467117a4,power_on,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:40.920979+00,false,true,10,coil,binary,true,Vacuum Pump,W_Pump,Controls whether the vacuum pump is powered on (1) or off (0)
c6d493fa-adf3-4784-bb80-3425dd276d49,1a6385bf-8998-4849-bd7c-db8bd25eab1a,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:41.957613+00,false,true,15,coil,binary,true,Valve 1,W_Valve1,Controls whether the valve is open (1) or closed (0)
846bc6d6-04df-4318-affb-b97cf7238793,6577fb1a-1df4-4166-8379-0a06f4b36540,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.103371+00,false,true,16,coil,binary,true,Valve 2,W_Valve2,Controls whether the valve is open (1) or closed (0)
896208fd-0e1f-49a2-9ef6-46ab0d341bee,694253db-af80-4b6b-83b7-9d1bec9b6887,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.248937+00,false,true,17,coil,binary,true,Valve 3,W_Valve3,Controls whether the valve is open (1) or closed (0)
5adac7f8-816a-45bb-8f6e-ca45b8b4330f,d7bea2dd-78f3-4a65-986d-ca73822fd023,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.381996+00,false,true,18,coil,binary,true,Valve 4,W_Valve4,Controls whether the valve is open (1) or closed (0)
fe443faf-947c-4d15-a5b8-959891cf0930,8ff04295-e3ae-4c31-b503-565904665815,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.52326+00,false,true,19,coil,binary,true,Valve 5,W_Valve5,Controls whether the valve is open (1) or closed (0)
78cdc7b1-25dc-42b9-b8af-a9a615305ac9,2bd08e5b-dc96-48d7-b742-4792daa2b45d,valve_state,boolean,0,1,0,,2025-04-21 15:24:16.041814+00,2025-04-22 11:30:42.666179+00,false,true,20,coil,binary,true,Valve 6,W_Valve6,Controls whether the valve is open (1) or closed (0)
